CP,Năm,Kỳ,TÀI SẢN NGẮN HẠN (đồng),Tiền và tương đương tiền (đồng),Giá trị thuần đầu tư ngắn hạn (đồng),Các khoản phải thu ngắn hạn (đồng),Hàng tồn kho ròng,Tài sản lưu động khác,TÀI SẢN DÀI HẠN (đồng),Phải thu về cho vay dài hạn (đồng),Tài sản cố định (đồng),Giá trị ròng tài sản đầu tư,Đầu tư dài hạn (đồng),Tài sản dài hạn khác,TỔNG CỘNG TÀI SẢN (đồng),NỢ PHẢI TRẢ (đồng),Nợ ngắn hạn (đồng),Nợ dài hạn (đồng),VỐN CHỦ SỞ HỮU (đồng),Vốn và các quỹ (đồng),Các quỹ khác,Lãi chưa phân phối (đồng),LỢI ÍCH CỦA CỔ ĐÔNG THIỂU SỐ,TỔNG CỘNG NGUỒN VỐN (đồng),Trả trước cho người bán ngắn hạn (đồng),Phải thu về cho vay ngắn hạn (đồng),"Hàng tồn kho, ròng (đồng)",Tài sản lưu động khác (đồng),Quỹ đầu tư và phát triển (đồng),Cổ phiếu phổ thông (đồng),Vốn góp của chủ sở hữu (đồng),Trái phiếu chuyển đổi (đồng),Vay và nợ thuê tài chính dài hạn (đồng),Người mua trả tiền trước ngắn hạn (đồng),Vay và nợ thuê tài chính ngắn hạn (đồng),Lợi thế thương mại (đồng),Trả trước dài hạn (đồng),Tài sản dài hạn khác (đồng),Phải thu dài hạn khác (đồng),Phải thu dài hạn (đồng),symbol,Tiền gửi tại ngân hàng nhà nước Việt Nam,Tiền gửi tại các TCTD khác và cho vay các TCTD khác,Chứng khoán kinh doanh,_Chứng khoán kinh doanh,Dự phòng giảm giá chứng khoán kinh doanh,Các công cụ tài chính phái sinh và khoản nợ tài chính khác,Cho vay khách hàng,_Cho vay khách hàng,Dự phòng rủi ro cho vay khách hàng,Chứng khoán đầu tư,Chứng khoán đầu tư sẵn sàng để bán,Chứng khoán đầu tư giữ đến ngày đáo hạn,Dự phòng giảm giá chứng khoán đầu tư,Đầu tư vào công ty liên doanh,Dự phòng giảm giá đầu tư dài hạn,Tài sản cố định hữu hình,Tài sản cố định vô hình,Tài sản Có khác,Các khoản nợ chính phủ và NHNN Việt Nam,Tiền gửi và vay các Tổ chức tín dụng khác,Tiền gửi của khách hàng,_Các công cụ tài chính phái sinh và khoản nợ tài chính khác,"Vốn tài trợ, uỷ thác đầu tư của CP và các tổ chức TD khác",Phát hành giấy tờ có giá,Các khoản nợ khác,Vốn của tổ chức tín dụng,Quỹ của tổ chức tín dụng,Chênh lệch tỷ giá hối đoái,Đầu tư vào công ty con,Tài sản cố định thuê tài chính,Chênh lệch đánh giá lại tài sản,Cổ đông thiểu số,Lợi thế thương mại,Vốn Ngân sách nhà nước và quỹ khác,_Các quỹ khác
KDC,2016,3,4440868955661,116923106671,1938613805042,2182889938340,142269410496,60172695112,2698992550455,0,772913154445,0,1602383416144,129550167699,7139861506116,1167249000347,945334564764,221914435583,5972612505769,5972612505769,0,2006864575093,99542348586,7139861506116,229533624687,8000000000,142269410496,0,51162916267,2566533970000,2566533970000,,197685646323,3081063520,289257115917,0,81210533743,0,9132432601,28737140163,KDC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
KDC,2016,2,3379407811951,88018236930,1938739381902,1164996540419,127261787332,60391865368,2936838439359,0,736886256445,0,1777617089659,155552059983,6316246251310,1016362054430,848507229152,167854825278,5299884196880,5299884196880,0,1334114151760,99564463030,6316246251310,88218813755,8000000000,127519924234,0,51162916267,2566533970000,2566533970000,,146035648907,6339313548,496826718785,0,119221722899,0,9544572601,29149280163,KDC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
KDC,2016,1,3661946313897,345657940573,1943693354251,1162757032524,120840489267,88997497282,2691098452704,0,715314418711,0,1755754515486,119493368208,6353044766601,963639089015,848931094667,114707994348,5389405677586,5389405677586,0,1423350432740,99849662756,6353044766601,140577649073,8000000000,120840489267,9515611312,51162916267,2566533970000,2566533970000,,93898492779,3331330794,281338610868,0,81801398176,0,6910165080,26514872642,KDC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
KDC,2015,4,4199762181134,1151025179095,1908783065351,965665669402,94935620376,79352646910,2571543259773,8000000000,662259512810,0,1694196555887,122809625825,6771305440907,1406005424893,1349689658337,56315766556,5365300016014,5365300016014,0,1398614892132,99648168316,6771305440907,121062783132,0,95435479673,1298937254,51162916267,2566533970000,2566533970000,,36500000000,6091765548,116390507109,0,83336327401,4367000000,5365022040,5365022040,KDC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
KDC,2015,3,5442982664508,4326340983079,124045614101,777039324755,95671542443,119885200130,2495674856676,8000000000,639570516074,0,1679481610243,74964280286,7938657521184,1889015031060,1850341040347,38673990713,6049642490124,6049642490124,0,1277772422321,99663610277,7938657521184,78241837695,0,95699034069,8375379555,51162916267,2566533970000,2566533970000,,7000000000,4135026547,9946083180,0,36745922094,4367000000,5775022040,5775022040,KDC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
KDC,2015,2,11361088707459,1764274994954,858705002021,8606069951462,95543592927,36495166095,2403615570788,6034721417,647274508621,0,1614602495675,79951263515,13764704278247,3081072105062,3041758011535,39314093527,10683632173185,10683632173185,0,5911732541530,99693174127,13764704278247,105225987161,38000000000,95571084553,0,51162916267,2566533970000,2566533970000,,7000000000,12298759186,1097882444160,0,41053476160,4367000000,0,26789428979,KDC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
KDC,2015,1,3782388588427,1721673856796,848706120121,868015338814,285519268744,58474003952,3515292736055,0,1597488001083,18228172285,1475872599984,140428366355,7297681324482,1330899120397,1256880060458,74019059939,5865392499517,5865392499517,0,1110975211099,0,7297681324482,94236999111,0,295515573941,6736937118,51162916267,2566533970000,2566533970000,,7000000000,36983530370,639341727146,0,108595303653,4367000000,21950737640,13950737640,KDC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269324858708,,
KDC,2014,4,4334454899739,2467177235508,708576824344,765816809911,326722341485,66161688491,3556458170521,0,1604499913810,18871519542,1480145599984,164711618201,7890913070260,1597637137738,1532562767650,65074370088,6192245635867,6192245635867,0,1090171096249,0,7890913070260,81826389964,0,338153648703,5413881282,25370280515,2566533970000,2566533970000,,12774816126,38252764215,540543675585,0,109087815113,8640000000,6881984649,6881984649,KDC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,281347534335,,
KDC,2014,3,4376087047241,2715129379802,4327955444,1305410342600,287980467958,63238901437,3727026277445,0,1270516246499,19514866800,1963940000000,178662607795,8103113324686,1323378508538,1251631641438,71746867100,6777806621455,6777806621455,0,1022532093837,0,8103113324686,78421474628,0,295052512230,7591347423,25370280515,2141282700000,2141282700000,,24085202616,78418428459,314468512232,0,115591293181,708640000000,0,0,KDC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,294392556351,,
KDC,2014,2,4147054577194,2814516935919,3351836700,910147954102,355782724347,63255126126,3761580488283,0,1305943450071,20158214057,1963940000000,168064443862,7908635065477,1277277623156,1133223921409,144053701747,6629733522037,6629733522037,0,874458994420,0,7908635065477,88957340082,0,363027588930,9974816260,25370280515,2141282700000,2141282700000,,97102415974,33365519971,400555966922,0,116989809609,708640000000,0,0,KDC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,303474380293,,
KDC,2014,1,3092256064493,2381078306421,3779723350,371427814984,265696933101,70273286637,3105789742705,0,1336674012971,20801561314,1265740000000,167519810866,6198045807198,1279625773615,1052621655624,227004117991,4917044721525,4917044721525,0,982006837320,0,6198045807198,63105153974,0,272672255762,9885720362,25370280515,1676282700000,1676282700000,,167219007022,36653047049,413947645132,0,117270445973,8640000000,266868000,266868000,KDC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314787489554,,
KDC,2013,4,3238545345006,1958064548124,39479723350,884534262177,305373178204,51093633151,3146316801538,0,1417310360530,21444908571,1268773776444,112928583315,6384862146544,1485700114151,1262971604020,222728510131,4896363802743,4896363802743,0,961325918538,0,6384862146544,97983195894,0,315586980428,5509010069,25370280515,1676282700000,1676282700000,,168408951522,34068698824,400553757754,0,72554474738,15000000000,266868000,266868000,KDC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325592304678,,
KDC,2013,3,3198288346509,1716899391659,234266836788,896786155372,315328467267,35007495423,3221872850161,0,1456539247036,22088255828,1272100000000,133853598160,6420161196670,1615130975016,1367082004081,248048970935,4802488018035,4802488018035,0,867450133830,0,6420161196670,116289113712,0,318757652121,10677057609,25370280515,1676282700000,1676282700000,,192057484247,35928969090,411830204820,0,84670496769,15000000000,266868000,266868000,KDC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,337024881137,,
KDC,2013,2,2920457239996,1457381579592,241702230632,854834069761,327176507297,39362852714,3251055825484,0,1481030770310,22731603085,1271100000000,126783532644,6171513065480,1530623838104,1224895240058,305728598046,4638791954451,4638791954451,0,703754070246,0,6171513065480,132545461905,0,331259647955,13463664462,25370280515,1676282700000,1676282700000,,242433206325,30428574826,569224486994,0,93255843057,15000000000,239967696,239967696,KDC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349169951749,,
KDC,2013,1,2914776516599,1480631167979,235541339925,855953151900,275117036116,67533820679,3168616285241,0,1418595423985,23374950342,1271100000000,116331919740,6083392801840,1467516748159,1036636391272,430880356887,4581791871940,4581791871940,0,699214544234,0,6083392801840,190399885533,0,278905186719,14068141454,25370280515,1665226250000,1665226250000,,374443096500,63470111785,404122669724,0,72379044508,15000000000,266868000,266868000,KDC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,338947123174,,
KDH,2025,1,28282880013000,2106996218000,259980762000,3302542594000,22404478200000,208882239000,1918837283000,,71932576000,231154167000,0,511416159000,30201717296000,10633615574000,3214020114000,7419595460000,19568101722000,19568101722000,,3739755685000,2051480584000,30201717296000,1632330940000,0,22404478200000,0,351865559000,10111425650000,10111425650000,0,6299942349000,1315065568000,1100000000000,0,4198642000,0,14578713000,68992383000,KDH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
KDH,2024,4,28843541265000,3095618574000,276869548000,3018308105000,22178035895000,274709143000,1914178645000,,73341716000,233048011000,0,510976173000,30757719910000,11304286326000,4182246202000,7122040124000,19453433584000,19453433584000,,3617810462000,2058757669000,30757719910000,1641598909000,0,22178035895000,0,351865559000,10111425650000,10111425650000,0,5998206256000,1901227417000,1100000000000,0,3808390000,0,14462010000,69015396000,KDH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
KDH,2024,3,29855396344000,3295279279000,20288786000,3476328501000,22449984006000,613515772000,1749988164000,,75469389000,127786621000,0,510432989000,31605384508000,12722471213000,4906622466000,7815848747000,18882913295000,18882913295000,,4128648376000,2070004354000,31605384508000,1781118458000,0,22449984006000,0,352249171000,9094037150000,9094037150000,0,6708449482000,2927124195000,1100000000000,0,3245884000,0,15323952000,69735832000,KDH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
KDH,2024,2,26761792101000,2561584732000,19469114000,2048102059000,21553880549000,578755647000,1737572938000,,77318645000,128783314000,0,501890793000,28499365039000,12684138039000,5482321515000,7201816524000,15815227000000,15815227000000,,4058291946000,2072674513000,28499365039000,775540822000,0,21553880549000,0,352249171000,7993119710000,7993119710000,0,6070878994000,2935750486000,1669540120000,0,3731780000,0,14440856000,69835499000,KDH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
KDH,2024,1,25486531143000,2534613209000,9219114000,1917819491000,20490836326000,534043003000,1751316571000,,79667036000,129698692000,12000000000,509600291000,27237847714000,11651556101000,4663961120000,6987594981000,15586291613000,15586291613000,,3829859832000,2072171240000,27237847714000,633124528000,0,20490836326000,0,352249171000,7993119710000,7993119710000,0,6273722974000,2702371616000,1400596120000,0,3692299000,0,12731002000,83010827000,KDH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
KDH,2023,4,24719606155000,3729624705000,8524398000,1810849668000,18787662286000,382945098000,1698387824000,,81327029000,130878739000,12000000000,465645655000,26417993979000,10889792793000,5328708695000,5561084098000,15528201186000,15528201186000,,3767756730000,2076183915000,26417993979000,633824946000,0,18787662286000,0,352249171000,7993119710000,7993119710000,0,4901499893000,2353555521000,1444346120000,0,4943199000,0,12769098000,75923859000,KDH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
KDH,2023,3,21802247327000,2334298270000,3828841000,2130520177000,17152767961000,180832078000,1615113437000,,84242065000,131899292000,0,453285065000,23417360764000,8088547333000,2903614305000,5184933028000,15328813431000,15328813431000,,4422398953000,2073973697000,23417360764000,767936171000,0,17152767961000,0,352249171000,7168299950000,7168299950000,0,4563476614000,896571920000,420852000000,0,7060082000,0,9246879000,68322800000,KDH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
KDH,2023,2,20695503699000,2021685169000,3815000000,5393634529000,12952891216000,323477785000,2274317268000,,85725343000,132819385000,14000000000,508677753000,22969820967000,9503937270000,3472462982000,6031474288000,13465883697000,13465883697000,,3345667707000,1287775209000,22969820967000,3544721147000,0,12952891216000,0,352249171000,7168299950000,7168299950000,0,5342527614000,1354833681000,460602000000,0,10080044000,14000000000,611977164000,670731784000,KDH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
KDH,2023,1,19720958564000,1476256877000,2700000000,5535589396000,12656394978000,50017313000,1026526014000,,78545396000,83665438000,14300000000,17807344000,20747484578000,8983334496000,2694685032000,6288649464000,11764150082000,11764150082000,,2969572131000,17284853000,20747484578000,2909528258000,0,12656394978000,0,297101488000,7168299950000,7168299950000,0,5616154528000,836042665000,851596000000,0,13353857000,14000000000,11900389000,71600227000,KDH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
KDH,2022,4,20600944575000,2752072893000,43651441000,5303213721000,12440577491000,61429029000,1030962895000,,80668681000,102164550000,14300000000,12868461000,21631907470000,9837791579000,3426529765000,6411261814000,11794115891000,11794115891000,,2779380371000,237442422000,21631907470000,2581446134000,0,12440577491000,0,297101488000,7168299950000,7168299950000,0,5742966560000,987514000000,1028047968000,0,8514567000,14000000000,10816523000,71136218000,KDH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
KDH,2022,3,20489544428000,2711194262000,42521503000,4961171159000,12729271153000,45386351000,980877335000,,83082825000,67664341000,14300000000,14928700000,21470421763000,9786896271000,2912713197000,6874183074000,11683525492000,11683525492000,,2653343575000,252888819000,21470421763000,2202813544000,0,12729271153000,0,297101488000,7168299950000,7168299950000,0,6176166242000,529379319000,1029967263000,126344000,10207095000,14000000000,12468062000,72896469000,KDH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
KDH,2022,2,18381593847000,1325878138000,71017567000,4810972842000,12113592916000,60132384000,984676863000,,85818822000,68089501000,14300000000,18414328000,19366270710000,8009940553000,2573148256000,5436792297000,11356330157000,11356330157000,,2829178322000,623187997000,19366270710000,1959278234000,0,12113592916000,0,297101488000,6429370690000,6429370690000,0,4751727476000,391577730000,1010687509000,366957000,11946342000,14000000000,15113418000,77781696000,KDH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
KDH,2022,1,16427662019000,1172191277000,69400000000,3666509068000,11461034524000,58527150000,969238463000,,87566464000,68514662000,14300000000,10113435000,17396900482000,6256231639000,1830104300000,4426127339000,11140668843000,11140668843000,,2641294603000,655534109000,17396900482000,1531925616000,0,11461034524000,0,236977781000,6429370690000,6429370690000,0,3711617154000,149374792000,722576000000,0,3067794000,14000000000,14692475000,78792888000,KDH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
KDH,2021,4,13399475597000,1365376929000,69400000000,4181840179000,7748079317000,34779172000,949406990000,,40340244000,57670344000,14300000000,9373753000,14348882587000,4127825882000,2063959547000,2063866335000,10221056705000,10221056705000,,2341757384000,35459190000,14348882587000,2137316139000,0,7748079317000,0,236977781000,6429370690000,6429370690000,0,1904535584000,156726200000,647936000000,0,3003842000,14000000000,11750196000,76354456000,KDH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
KDH,2021,3,13463745363000,2851757000000,0,3706646651000,6850611187000,54730525000,1060543002000,,42137358000,58874320000,14300000000,13458358000,14524288365000,4720281124000,2639428514000,2080852610000,9804007241000,9804007241000,,1927464109000,32703001000,14524288365000,1852596050000,0,6850611187000,0,236977781000,6429370690000,6429370690000,0,1949411438000,433150248000,854516348000,1088797000,3510421000,14000000000,13685139000,199606520000,KDH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
KDH,2021,2,13089357193000,1848868299000,0,3736152527000,7339082453000,165253914000,934824276000,,44187612000,59051258000,14300000000,15193985000,14024181469000,5347158073000,3743667994000,1603490079000,8677023396000,8677023396000,,1610890106000,32696450000,14024181469000,1849285567000,0,7339082453000,0,236977781000,6429370690000,6429370690000,0,1470692693000,1327995880000,1119273434000,1329410000,4236079000,14000000000,13684724000,80304200000,KDH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
KDH,2021,1,12626411109000,1378936540000,9973272000,3554116720000,7412999079000,270385498000,924399273000,,45347896000,59321439000,14300000000,15671187000,13550810382000,5186924355000,3325561885000,1861362470000,8363886027000,8363886027000,,2041605044000,31280919000,13550810382000,2332858138000,0,7412999079000,0,179339505000,5786572190000,5786572190000,0,1360085305000,1720793735000,855444166000,1570024000,4394261000,14000000000,12970697000,80151239000,KDH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
KDH,2020,4,12976226155000,1826215294000,9532583000,3483453148000,7338047180000,318977950000,911788912000,,47431468000,60109591000,14300000000,16813782000,13888015067000,5730258393000,4156542704000,1573715689000,8157756674000,8157756674000,,1836104362000,30652248000,13888015067000,2237059164000,0,7338047180000,0,179339505000,5786572190000,5786572190000,0,1058235534000,2121948738000,786915760000,0,5232886000,14000000000,11680689000,78586066000,KDH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
KDH,2020,3,13797105238000,2783923442000,0,3581340431000,7081053652000,350787713000,920402806000,,49526208000,93285622000,14300000000,15355527000,14717508044000,6942441102000,5205187455000,1737253647000,7775066942000,7775066942000,,1453528139000,30538739000,14717508044000,2062694376000,0,7081053652000,0,179339505000,5786572190000,5786572190000,0,1206668305000,3257621076000,576599566000,2051250000,5471935000,14000000000,11613615000,81424690000,KDH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
KDH,2020,2,13611948172000,1824415822000,0,3876295158000,7549130519000,362106673000,896149605000,,51604800000,94290835000,14300000000,22372191000,14508097777000,6936680613000,5454256659000,1482423954000,7571417164000,7571417164000,,1616540684000,30157516000,14508097777000,2074685785000,0,7549130519000,0,179339505000,5444291090000,5444291090000,0,945841486000,3807968502000,422926428000,2291864000,12026271000,14000000000,11285655000,83389151000,KDH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
KDH,2020,1,12673917459000,1579638254000,10290641000,3508074770000,7225831075000,350082719000,921944989000,,48625893000,98397300000,14300000000,21392765000,13595862448000,5777320543000,4572834934000,1204485609000,7818541905000,7818541905000,,1481522068000,38997721000,13595862448000,1574993176000,0,7225831075000,0,133577863000,5444291090000,5444291090000,0,677405640000,3346858769000,277829693000,2532477000,9336908000,14000000000,21459479000,109024660000,KDH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
KDH,2019,4,12234620788000,1175035457000,32490641000,3693858305000,7022688650000,310547735000,921887562000,,47761628000,116042027000,14300000000,18195553000,13156508350000,5492072249000,4409886802000,1082185447000,7664436101000,7664436101000,,1327126643000,39287342000,13156508350000,1700562290000,0,7022688650000,0,133577863000,5444291090000,5444291090000,0,483363168000,2683441962000,299128275000,2773090000,7262026000,14000000000,18417838000,96100637000,KDH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
KDH,2019,3,10198044856000,1004923722000,92117518000,2504511676000,6371706323000,224785617000,914375418000,,34256910000,26828719000,14300000000,25880326000,11112420274000,3852940732000,3091891755000,761048977000,7259479542000,7259479542000,,922267330000,39190096000,11112420274000,1118816413000,0,6371706323000,0,133577863000,5444291090000,5444291090000,0,549679643000,2077591791000,259403365000,2969468000,14580171000,14000000000,13898885000,195737065000,KDH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
KDH,2019,2,9575366392000,1530946122000,69917518000,1990865820000,5802926441000,180710491000,859828673000,,35449860000,34394392000,14300000000,17940286000,10435195065000,3565012361000,2901297421000,663714940000,6870182704000,6870182704000,,626523982000,38636606000,10435195065000,921418282000,0,5802926441000,0,133577863000,5382291090000,5382291090000,0,459188597000,1834972604000,416529975000,3407747000,8455500000,14000000000,12956702000,200356859000,KDH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
KDH,2019,1,8855280340000,1347261500000,0,1775364920000,5570244612000,162409308000,672868781000,,32911521000,36791800000,14300000000,21417502000,9528149121000,2526196161000,2056827236000,469368925000,7001952960000,7001952960000,,1008870866000,35694515000,9528149121000,825744026000,0,5570244612000,0,92948166000,4140233530000,4140233530000,0,261033598000,1100032258000,489731734000,3846025000,8229580000,14000000000,12714495000,122234407000,KDH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
KDH,2018,4,9584614722000,1835706312000,0,1760670015000,5822268288000,165970107000,654272497000,,34460515000,5170373000,14300000000,12222523000,10238887219000,3338521438000,2225582751000,1112938687000,6900365781000,6900365781000,,907492102000,35260331000,10238887219000,414973728000,0,5822268288000,0,93173953000,4140233530000,4140233530000,0,889531724000,1366862318000,78751722000,4284304000,5859014000,14000000000,12483975000,122128196000,KDH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
KDH,2018,3,9150923256000,1708511891000,0,1486279740000,5768418517000,187713108000,641307951000,,32585172000,5192037000,14300000000,38878592000,9792231207000,3428204573000,2242618003000,1185586570000,6364026634000,6364026634000,,493239275000,15144011000,9792231207000,585124400000,0,5768418517000,0,93173953000,4072233530000,4072233530000,0,956517961000,1487486565000,94868221000,4722582000,5625523000,300000000,13288589000,124368124000,KDH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
KDH,2018,2,8734018109000,1426551499000,5000000000,1876201335000,5269441131000,156824144000,625923709000,,32518705000,5347896000,14300000000,44901786000,9359941818000,2960578878000,2188446165000,772132713000,6399362940000,6399362940000,,722358766000,15271186000,9359941818000,766927123000,36000000000,5269441131000,0,93173953000,3878323170000,3878323170000,0,530331083000,1263707582000,479472827000,7634978000,5809939000,14000000000,18815209000,127724192000,KDH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
KDH,2018,1,8789840174000,1363258730000,0,2310971601000,4953568842000,162041001000,663139892000,,30408589000,5388325000,102457062000,44523885000,9452980066000,2950604575000,1753170035000,1197434540000,6502375491000,6502375491000,,803832419000,288025712000,9452980066000,872546753000,0,4953568842000,0,68061401000,3878323170000,3878323170000,0,967074792000,1258867677000,152386421000,8606693000,25412546000,14000000000,21041383000,135240385000,KDH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
KDH,2017,4,8907509922000,2591320943000,260000000,1663618746000,4620859282000,31450951000,689853512000,,30340959000,5253211000,98457343000,119465424000,9597363434000,3401297621000,1695947480000,1705350141000,6196065813000,6196065813000,,702929075000,977617962000,9597363434000,591455186000,0,4620859282000,0,68061401000,3360000000000,3360000000000,0,1471389180000,953111255000,186465556000,7399821000,104659781000,14000000000,16345524000,124223450000,KDH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
KDH,2017,3,7895579718000,1978126976000,0,1622140882000,4237636543000,57675317000,713454361000,,30640571000,27094788000,187033748000,68984107000,8609034079000,3815742464000,1382721105000,2433021359000,4793291615000,4793291615000,,803468771000,961847283000,8609034079000,652127215000,0,4237636543000,0,68061401000,2339998920000,2339998920000,0,2118611156000,773222592000,207214738000,9235288000,54158353000,14000000000,18492400000,126014832000,KDH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
KDH,2017,2,6701381690000,819210366000,510000000,1929426358000,3903499398000,48735568000,715266535000,,26931600000,80375425000,182709470000,24726220000,7416648225000,2786578992000,1204818751000,1581760241000,4630069233000,4630069233000,,663453857000,938639815000,7416648225000,648059584000,0,3903499398000,0,68061401000,2339998920000,2339998920000,0,1145271654000,633446635000,155101880000,9768725000,7957370000,14000000000,15952264000,127994715000,KDH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
KDH,2017,1,7113874520000,959022035000,0,1590679986000,4509563866000,54608633000,682512131000,,27888537000,81006580000,189382475000,31853591000,7796386651000,3322448865000,1601695728000,1720753137000,4473937786000,4473937786000,,536327792000,929759546000,7796386651000,461535215000,0,4509563866000,0,47936288000,2339998920000,2339998920000,0,1274547863000,987671099000,163198165000,10302162000,14869627000,17135455000,12357613000,80432802000,KDH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
KDH,2016,4,7196950479000,1059489171000,510000000,1402940939000,4672477051000,61533318000,721511783000,,27523632000,81748930000,208584801000,44742924000,7918462262000,3530041182000,1243155378000,2286885804000,4388421080000,4388421080000,,419048284000,961522348000,7918462262000,471867979000,0,4672477051000,0,47936288000,2339998920000,2339998920000,0,1740372858000,621419580000,153907835000,11052740000,28691487000,17135456000,15890570000,86486166000,KDH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
KDH,2016,3,7629980335000,798261130000,510000000,923153164000,5868937021000,39119020000,928999157000,,29088758000,82371023000,205346497000,38009600000,8558979492000,4141339921000,1321819836000,2819520085000,4417639571000,4417639571000,,501311116000,908478007000,8558979492000,692299477000,0,5887809419000,0,47936288000,1800000000000,1800000000000,0,2191534989000,703251135000,239051726000,11147898000,23591865000,17135455000,24597403000,107245705000,KDH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
KDH,2016,2,7094830163000,576407888000,510000000,685373027000,5796117652000,36421596000,917983958000,,29419571000,83120924000,206493525000,23730282000,8012814121000,3651384212000,1021831371000,2629552841000,4361429909000,4361429909000,,430913239000,922666222000,8012814121000,459925164000,0,5796117652000,0,47936288000,1800000000000,1800000000000,0,1974416725000,473646526000,293156083000,11460199000,7916458000,17135455000,14713507000,101647595000,KDH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
KDH,2016,1,7159119615000,543288839000,510000000,820454717000,5728846710000,66019349000,964273999000,,30578049000,84024533000,233406262000,20089466000,8123393614000,3905703224000,715837119000,3189866105000,4217690390000,4217690390000,,301444879000,921415997000,8123393614000,573600087000,0,5728846710000,45220000,34915354000,1800000000000,1800000000000,0,2502133778000,342078406000,203989823000,12289816000,4493194000,17135455000,24937055000,112499730000,KDH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
KDH,2015,4,7652102287000,982506261000,44010000000,674623803000,5857279004000,93683219000,910744219000,,31676523000,84913864000,226571500000,20691903000,8562846506000,4378199566000,1048816413000,3329383153000,4184646940000,4184646940000,,230957962000,958859464000,8562846506000,437811611000,228783000,5857279004000,3701301000,34915354000,1800000000000,1800000000000,900000000000,1799216325000,510220176000,218819525000,12969347000,4467670000,17135456000,19196708000,106928239000,KDH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
